commit,line,message,time,ngram,leven,code,flag
-1206.0,-75734.0,11.0,54927.0,53.0,37.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,53.0,37.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,165.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,49.0,6.0,1.0
-1206.0,-75734.0,11.0,54927.0,31.0,102.0,11.0,3.0
-1206.0,-75734.0,11.0,54927.0,47.0,50.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,45.0,53.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,35.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,51.0,6.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,31.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,56.0,33.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,56.0,33.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,39.0,68.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,55.0,35.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,38.0,176.0,13.0,3.0
-1206.0,-75734.0,11.0,54927.0,29.0,111.0,10.0,3.0
-1206.0,-75734.0,11.0,54927.0,41.0,63.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,479.0,26.0,1.0
-1206.0,-75734.0,11.0,54927.0,36.0,80.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,47.0,49.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,39.0,69.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,55.0,35.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,22.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,9.0,94.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,66.0,53.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,24.0,153.0,15.0,1.0
-1206.0,-75734.0,11.0,54927.0,59.0,28.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,49.0,6.0,1.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,45.0,54.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,54.0,36.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,39.0,69.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,16.0,249.0,19.0,3.0
-1206.0,-75734.0,11.0,54927.0,33.0,90.0,10.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,56.0,6.0,1.0
-1206.0,-75734.0,11.0,54927.0,23.0,153.0,13.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,32.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,52.0,40.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,53.0,38.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,37.0,77.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,36.0,80.0,10.0,3.0
-1206.0,-75734.0,11.0,54927.0,40.0,67.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,31.0,100.0,10.0,3.0
-1206.0,-75734.0,11.0,54927.0,11.0,370.0,23.0,3.0
-1206.0,-75734.0,11.0,54927.0,7.0,135.0,11.0,3.0
-1206.0,-75734.0,11.0,54927.0,20.0,35.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,12.0,66.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,14.0,57.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,42.0,60.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,59.0,29.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,175.0,11.0,1.0
-1206.0,-75734.0,11.0,54927.0,61.0,26.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,55.0,6.0,1.0
-1206.0,-75734.0,11.0,54927.0,61.0,26.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,256.0,15.0,1.0
-1206.0,-75734.0,11.0,54927.0,61.0,26.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,90.0,8.0,1.0
-1206.0,-75734.0,11.0,54927.0,61.0,26.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,165.0,12.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,32.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,74.0,35.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,55.0,34.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,13.0,420.0,32.0,1.0
-1206.0,-75734.0,11.0,54927.0,15.0,52.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,30.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,39.0,70.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,47.0,48.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,59.0,29.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,32.0,5.0,1.0
-1206.0,-75734.0,11.0,54927.0,46.0,177.0,20.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,70.0,7.0,1.0
-1206.0,-75734.0,11.0,54927.0,21.0,194.0,20.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,85.0,8.0,1.0
-1206.0,-75734.0,11.0,54927.0,57.0,32.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,45.0,54.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,110.0,10.0,1.0
-1206.0,-75734.0,11.0,54927.0,55.0,34.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,21.0,172.0,14.0,3.0
-1206.0,-75734.0,11.0,54927.0,13.0,156.0,11.0,1.0
-1206.0,-75734.0,11.0,54927.0,11.0,81.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,10.0,167.0,14.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,137.0,11.0,1.0
-1206.0,-75734.0,11.0,54927.0,47.0,48.0,8.0,3.0
-1206.0,-75734.0,11.0,54927.0,0.0,168.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,59.0,28.0,7.0,3.0
0.0,0.0,11.0,-14804556.0,50.0,566.0,101.0,1.0
0.0,0.0,11.0,-14804556.0,62.0,11.0,7.0,3.0
0.0,0.0,11.0,-14804556.0,65.0,14.0,12.0,2.0
129.0,4976.0,-14.0,892194.0,52.0,66.0,9.0,3.0
129.0,4976.0,-14.0,892194.0,52.0,33.0,4.0,3.0
129.0,4976.0,-14.0,892194.0,37.0,54.0,7.0,3.0
0.0,0.0,63.0,-6601349.0,0.0,160.0,10.0,3.0
-460.0,-34267.0,9.0,-8448341.0,18.0,43.0,9.0,3.0
-460.0,-34267.0,9.0,-8448341.0,0.0,1834.0,15.0,3.0
-460.0,-34267.0,9.0,-8448341.0,67.0,6.0,8.0,1.0
0.0,0.0,0.0,-7060.0,62.0,1.0,4.0,3.0
0.0,0.0,0.0,-7060.0,41.0,7.0,4.0,3.0
0.0,0.0,0.0,-7060.0,38.0,7.0,4.0,3.0
0.0,0.0,0.0,-7060.0,69.0,1.0,4.0,3.0
0.0,0.0,0.0,-7060.0,69.0,1.0,4.0,3.0
0.0,0.0,0.0,-7060.0,33.0,8.0,4.0,3.0
1271.0,80629.0,17.0,133986.0,1.0,4233.0,4.0,3.0
1271.0,80629.0,17.0,133986.0,0.0,19686.0,7.0,3.0
-289.0,-13952.0,-19.0,7047232.0,0.0,216.0,8.0,3.0
-289.0,-13952.0,-19.0,7047232.0,31.0,63.0,10.0,2.0
-289.0,-13952.0,-19.0,7047232.0,17.0,50.0,6.0,2.0
-281.0,-13692.0,-24.0,7387070.0,29.0,20.0,4.0,3.0
-281.0,-13692.0,-24.0,7387070.0,5.0,481.0,32.0,3.0
-281.0,-13692.0,-24.0,7387070.0,27.0,30.0,5.0,3.0
833.0,45761.0,65.0,-1075004.0,59.0,31.0,13.0,3.0
124.0,4803.0,25.0,352.0,3.0,28.0,4.0,3.0
124.0,4803.0,5.0,4413.0,33.0,5.0,4.0,3.0
124.0,4803.0,5.0,4413.0,18.0,15.0,4.0,3.0
124.0,4803.0,5.0,4413.0,15.0,20.0,4.0,3.0
124.0,4803.0,5.0,4413.0,15.0,20.0,4.0,3.0
124.0,4803.0,5.0,4413.0,11.0,16.0,4.0,3.0
124.0,4803.0,5.0,4413.0,8.0,25.0,4.0,3.0
845.0,46382.0,31.0,33958739.0,65.0,1.0,4.0,3.0
845.0,46382.0,31.0,33958739.0,1.0,32168.0,1186.0,3.0
845.0,46382.0,31.0,33958739.0,0.0,107.0,5.0,3.0
845.0,46382.0,31.0,33958739.0,39.0,66.0,4.0,3.0
845.0,46382.0,31.0,33958739.0,0.0,47.0,5.0,3.0
0.0,0.0,49.0,-594548.0,0.0,141.0,6.0,3.0
-378.0,-30342.0,7.0,519599.0,63.0,24.0,7.0,3.0
-378.0,-30342.0,7.0,519599.0,23.0,22.0,4.0,3.0
-1089.0,-70443.0,25.0,3704302.0,48.0,8.0,4.0,3.0
-1089.0,-70443.0,25.0,3704302.0,48.0,8.0,4.0,3.0
-1089.0,-70443.0,25.0,3704302.0,0.0,25.0,3.0,2.0
-1089.0,-70443.0,25.0,3704302.0,91.0,24.0,14.0,1.0
-1089.0,-70443.0,25.0,3704302.0,58.0,27.0,6.0,1.0
-1089.0,-70443.0,25.0,3704302.0,80.0,8.0,4.0,3.0
-1089.0,-70443.0,25.0,3704302.0,74.0,16.0,6.0,1.0
-1089.0,-70443.0,25.0,3704302.0,75.0,8.0,4.0,3.0
-7.0,-376.0,4.0,141493.0,27.0,14.0,5.0,3.0
-7.0,-376.0,4.0,141493.0,30.0,19.0,5.0,3.0
-7.0,-376.0,4.0,141493.0,41.0,9.0,5.0,3.0
259.0,12933.0,9.0,-5699251.0,78.0,19.0,5.0,3.0
1.0,30.0,6.0,-6111.0,11.0,19.0,4.0,3.0
0.0,310.0,-16.0,40293.0,8.0,7.0,4.0,3.0
0.0,310.0,-16.0,40293.0,26.0,21.0,6.0,3.0
0.0,310.0,-16.0,40293.0,4.0,19.0,4.0,3.0
0.0,310.0,-16.0,40293.0,5.0,17.0,4.0,3.0
0.0,310.0,-16.0,40293.0,32.0,36.0,14.0,3.0
0.0,310.0,-16.0,40293.0,8.0,10.0,4.0,3.0
0.0,310.0,-16.0,40293.0,10.0,6.0,4.0,3.0
0.0,310.0,-16.0,40293.0,6.0,12.0,4.0,3.0
0.0,310.0,-16.0,40293.0,8.0,9.0,4.0,3.0
1103.0,69671.0,36.0,-77342.0,0.0,657.0,20.0,3.0
3.0,15.0,5.0,70896.0,1.0,499.0,56.0,3.0
-1.0,-1216.0,6.0,25642.0,53.0,56.0,36.0,3.0
-1.0,-1216.0,6.0,25642.0,54.0,24.0,28.0,3.0
99.0,3448.0,-32.0,809819.0,0.0,658.0,20.0,3.0
9.0,937.0,-3.0,-291828.0,0.0,847.0,25.0,3.0
1062.0,68386.0,-5.0,232920.0,51.0,18.0,5.0,1.0
1062.0,68386.0,-5.0,232920.0,2.0,1108.0,62.0,3.0
1062.0,68386.0,-5.0,232920.0,14.0,23.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,35.0,22.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,34.0,21.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,29.0,3.0,1.0
1062.0,68386.0,-5.0,232920.0,29.0,52.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,23.0,81.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,21.0,93.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,21.0,3.0,1.0
1062.0,68386.0,-5.0,232920.0,47.0,29.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,40.0,96.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,21.0,3.0,1.0
1062.0,68386.0,-5.0,232920.0,13.0,38.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,37.0,56.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,41.0,34.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,21.0,48.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,20.0,35.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,29.0,44.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,43.0,24.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,17.0,47.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,47.0,46.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,33.0,153.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,73.0,137.0,23.0,1.0
1062.0,68386.0,-5.0,232920.0,36.0,41.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,43.0,37.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,49.0,28.0,7.0,1.0
1062.0,68386.0,-5.0,232920.0,39.0,28.0,5.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,12.0,3.0,1.0
1062.0,68386.0,-5.0,232920.0,0.0,19.0,3.0,1.0
1062.0,68386.0,-5.0,232920.0,0.0,24.0,4.0,1.0
1062.0,68386.0,-5.0,232920.0,0.0,44.0,4.0,1.0
1062.0,68386.0,-5.0,232920.0,20.0,58.0,6.0,3.0
1062.0,68386.0,-5.0,232920.0,20.0,70.0,6.0,3.0
1062.0,68386.0,-5.0,232920.0,22.0,70.0,6.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,28.0,4.0,1.0
1062.0,68386.0,-5.0,232920.0,18.0,64.0,6.0,3.0
1062.0,68386.0,-5.0,232920.0,11.0,45.0,6.0,3.0
1062.0,68386.0,-5.0,232920.0,13.0,121.0,8.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,33.0,4.0,3.0
1062.0,68386.0,-5.0,232920.0,0.0,13167.0,430.0,3.0
-789.0,-55721.0,-70.0,-6216922.0,76.0,48.0,12.0,1.0
0.0,0.0,-74.0,-149124.0,52.0,6.0,4.0,3.0
0.0,0.0,-74.0,-149124.0,52.0,6.0,4.0,3.0
-924.0,-61728.0,-12.0,-876156.0,52.0,6.0,4.0,3.0
-924.0,-61728.0,-12.0,-876156.0,52.0,6.0,4.0,3.0
-924.0,-61728.0,-12.0,-876156.0,92.0,18.0,14.0,3.0
-924.0,-61728.0,-12.0,-876156.0,76.0,12.0,6.0,1.0
925.0,61588.0,26.0,-2245225.0,13.0,56.0,8.0,3.0
925.0,61588.0,26.0,-2245225.0,41.0,246.0,24.0,3.0
925.0,61588.0,26.0,-2245225.0,73.0,14.0,4.0,3.0
925.0,61588.0,26.0,-2245225.0,78.0,20.0,4.0,3.0
925.0,61588.0,26.0,-2245225.0,11.0,206.0,14.0,3.0
925.0,61588.0,26.0,-2245225.0,26.0,152.0,7.0,3.0
-640.0,-35908.0,13.0,-40021.0,81.0,438.0,42.0,3.0
-640.0,-35908.0,13.0,-40021.0,57.0,11.0,6.0,3.0
-640.0,-35908.0,13.0,-40021.0,95.0,18.0,14.0,3.0
-646.0,-36263.0,14.0,-81672.0,0.0,57.0,4.0,3.0
-646.0,-36263.0,14.0,-81672.0,0.0,64.0,4.0,3.0
-646.0,-36263.0,14.0,-81672.0,42.0,85.0,11.0,3.0
-646.0,-36263.0,14.0,-81672.0,41.0,6.0,5.0,1.0
263.0,25407.0,8.0,381.0,37.0,17.0,5.0,1.0
263.0,25407.0,8.0,381.0,0.0,89.0,9.0,3.0
263.0,25407.0,8.0,381.0,1.0,293.0,28.0,3.0
263.0,25407.0,8.0,381.0,8.0,14.0,4.0,3.0
263.0,25407.0,8.0,381.0,7.0,10.0,4.0,3.0
263.0,25407.0,8.0,381.0,4.0,18.0,4.0,3.0
263.0,25407.0,8.0,381.0,0.0,9298.0,327.0,3.0
-775.0,-45773.0,-47.0,-42897.0,4.0,8371.0,15.0,2.0
-775.0,-45773.0,-47.0,-42897.0,0.0,361.0,17.0,3.0
-775.0,-45773.0,-47.0,-42897.0,5.0,175.0,16.0,3.0
-775.0,-45773.0,-47.0,-42897.0,44.0,98.0,7.0,3.0
0.0,0.0,3.0,-8592.0,64.0,387.0,62.0,3.0
-628.0,-50686.0,8.0,866.0,8.0,571.0,21.0,2.0
0.0,0.0,-7.0,19092.0,0.0,202.0,12.0,3.0
-620.0,-49728.0,-12.0,39145.0,64.0,24.0,5.0,3.0
3.0,83.0,19.0,-67007.0,8.0,13.0,4.0,3.0
3.0,83.0,19.0,-67007.0,12.0,12.0,8.0,3.0
3.0,83.0,19.0,-67007.0,16.0,4.0,4.0,3.0
3.0,83.0,19.0,-67007.0,16.0,4.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,7.0,4.0,3.0
3.0,83.0,19.0,-67007.0,7.0,8.0,4.0,3.0
3.0,83.0,19.0,-67007.0,7.0,11.0,4.0,3.0
3.0,83.0,19.0,-67007.0,7.0,8.0,4.0,3.0
3.0,83.0,19.0,-67007.0,7.0,8.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,8.0,4.0,3.0
3.0,83.0,19.0,-67007.0,7.0,9.0,4.0,3.0
3.0,83.0,19.0,-67007.0,27.0,4.0,4.0,3.0
3.0,83.0,19.0,-67007.0,19.0,9.0,4.0,3.0
3.0,83.0,19.0,-67007.0,14.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,9.0,6.0,4.0,3.0
3.0,83.0,19.0,-67007.0,5.0,14.0,4.0,3.0
3.0,83.0,19.0,-67007.0,5.0,14.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,14.0,4.0,3.0
3.0,83.0,19.0,-67007.0,5.0,15.0,4.0,3.0
3.0,83.0,19.0,-67007.0,6.0,12.0,4.0,3.0
3.0,83.0,19.0,-67007.0,5.0,13.0,4.0,3.0
3.0,83.0,19.0,-67007.0,17.0,4.0,4.0,3.0
3.0,83.0,19.0,-67007.0,11.0,5.0,4.0,3.0
3.0,83.0,19.0,-67007.0,32.0,3.0,4.0,3.0
3.0,83.0,19.0,-67007.0,10.0,6.0,4.0,3.0
3.0,83.0,19.0,-67007.0,41.0,3.0,4.0,3.0
3.0,83.0,19.0,-67007.0,12.0,10.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,12.0,4.0,3.0
3.0,83.0,19.0,-67007.0,4.0,17.0,4.0,3.0
3.0,83.0,19.0,-67007.0,3.0,28.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,10.0,4.0,3.0
3.0,83.0,19.0,-67007.0,9.0,7.0,4.0,3.0
3.0,83.0,19.0,-67007.0,8.0,9.0,4.0,3.0
3.0,83.0,19.0,-67007.0,6.0,14.0,4.0,3.0
3.0,83.0,19.0,-67007.0,13.0,17.0,4.0,3.0
3.0,83.0,19.0,-67007.0,6.0,19.0,4.0,3.0
3.0,83.0,19.0,-67007.0,6.0,19.0,4.0,3.0
3.0,83.0,19.0,-67007.0,5.0,14.0,4.0,3.0
3.0,83.0,19.0,-67007.0,9.0,17.0,4.0,3.0
3.0,83.0,19.0,-67007.0,6.0,24.0,4.0,3.0
